letter_id,letter_name,sender,recipient,recipient_english,year,date,location,location_english,text,text_english,letter_category,to
137,"Letter to N. D. Skalon, 1898",Sergei Rachmaninoff,Н. Д. Скалон,N. D. Skalon,1898,1898-11-13,"[им. Путятино, Владимирской губ","Putyatino, Vladimir province","Хочу Вас поблагодарить, милая Татуша, за Ваше неожиданное желание сказать мне ласковое слово.


На Ваш вопрос, где я? — отвечу: в деревне; но завтра, по требованию доктора, уезжаю на целый месяц, к сожалению, в Москву. Мне приказано лечиться водой и делать себе ежедневные впрыскивания мышьяком.


На Ваши вопросы, что я? — отвечу: да ничего! Ответ на вопрос о том, как мне живётся, будет: плохо.


В заключение распишусь, так же как и Вы, Вашим старым другом.


С. Рахманинов


© https://senar.ru/letters/137","I want to thank you, dear Tatusha, for your unexpected desire to say a kind word to me.

To your question, where am I? — I will answer: in the village; but tomorrow, at the doctor's request, I am leaving for a whole month, unfortunately, to Moscow. I have been ordered to be treated with water and to give myself daily injections of arsenic.

To your questions, what am I? — I will answer: nothing! The answer to the question about how I am living will be: bad.

In conclusion, I will sign, just like you, as your old friend.

S. Rachmaninov

© https://senar.ru/letters/137",personal: check-in,neutral
125,"Letter to S. I. Taneev, 1898",Sergei Rachmaninoff,С. И. Танееву,S. I. Taneev,1898,1898-01-01,Москва,Moscow,"Николай Андреевич приехал. «Садко» идёт [в] пятницу. Уезжает он [в] субботу.

С. Рахманинов","Nikolai Andreevich has arrived. ""Sadko"" is on [on] Friday. He leaves [on] Saturday.

S. Rachmaninov",personal: general,anxious
131,"Letter to S. V. Smolensky, 1898",Sergei Rachmaninoff,С. В. Смоленскому,S. V. Smolensky,1898,1898-08-18,"им. Путятино, Владимирской губ","Putyatino, Vladimir province","Дорогой Степан Васильевич!


Очень прошу Вас ответить мне на следующий вопрос. Артист Шаляпин хотел бы поместить к Вам в училище своего брата, которому 14 лет, который, считаю нужным сказать Вам, довольно плохо знает ноты, довольно плохо читает и пишет, но который, по моему мнению, обладает превосходным музыкальным слухом и большим талантом.


Мотивы, которые заставили Шаляпина искать своему брату место именно у Вас, такие: во-первых, мальчик слишком неподготовлен для какого-нибудь специального музыкального учреждения; во-вторых, этому мальчику, так как он изрядно испорчен, нужно закрытое учреждение, где за ним [был бы] постоянный присмотр. Другие же закрытые учреждения, как, например, кадетский корпус, совсем немыслимы, потому что Шаляпины — крестьяне. Итак, очень прошу Вас известить, найдёте ли Вы возможным поступление к Вам этой осенью маленького Шаляпина? В случае Вашего согласия мы с большим Шаляпиным заедем к Вам для более подробных разговоров.


Искренне Вам преданный С. Рахманинов


P. S. Ваше письмо с извещениями об английской королеве и обо мне (вот так соединение!) прочёл с великим удовольствием и от души благодарю Вас за сообщение их.


© https://senar.ru/letters/131","Dear Stepan Vasilyevich!

I beg you to answer me the following question. The artist Chaliapin would like to place his brother, who is 14 years old, in your school, who, I think it necessary to tell you, knows notes rather poorly, reads and writes rather poorly, but who, in my opinion, has an excellent musical ear and great talent.

The motives that made Chaliapin look for a place for his brother with you are the following: firstly, the boy is too unprepared for any special musical institution; secondly, this boy, since he is quite spoiled, needs a closed institution where he [would have] constant supervision. Other closed institutions, such as, for example, a cadet corps, are completely unthinkable, because the Chaliapins are peasants. So, I beg you to inform me whether you find it possible to enroll little Chaliapin in your school this autumn? If you agree, the great Shalyapin and I will come to you for more detailed conversations.

Sincerely yours, S. Rachmaninov

P.S. I read your letter with the information about the English queen and me (what a connection!) with great pleasure and I thank you from the bottom of my heart for communicating them.

© https://senar.ru/letters/131",personal: check-in,neutral
135,"Letter to S. V. Smolensky, 1898",Sergei Rachmaninoff,С. В. Смоленскому,S. V. Smolensky,1898,1898-10-09,"Имение «Путятино», [Владимирской губ.]","Putyatino, Vladimir province","Дорогой Степан Васильевич!


Я живу в настоящее время в деревне и бываю в Москве только раз в неделю, так что Ваше письмо ко мне пересылали, и эта пересылка отняла несколько лишних дней. Вот почему я отвечаю Вам так поздно. Цель моего письма — от души поблагодарить Вас за присланное приглашение. Я очень сожалею, что не мог быть на Вашем домашнем концерте и прослушать всю интересную программу, которая была Вами назначена к исполнению.


Искренне Вам преданный С. Рахманинов


Мой адрес: Московско-Ярославская железная дорога. Станция Арсаки. Имение «Путятино» Т. С. Любатович. С. В. Рахманинов.


© https://senar.ru/letters/135","Dear Stepan Vasilyevich!

I currently live in the countryside and visit Moscow only once a week, so your letter to me was forwarded, and this forwarding took a few extra days. That is why I am answering you so late. The purpose of my letter is to thank you from the bottom of my heart for the invitation you sent. I am very sorry that I could not be at your home concert and listen to the entire interesting program that you had scheduled for performance.

Sincerely yours, S. Rachmaninov

My address: Moscow-Yaroslavl Railway. Arsaki Station. Putyatino Estate. T. S. Lyubatovich. S. V. Rachmaninov.

© https://senar.ru/letters/135",professional: logistics,grateful
138,"Letter to V. I. Rebikov, 1898",Sergei Rachmaninoff,В. И. Ребикову,V. I. Rebikov,1898,1898-09 - 1989-11,-,-,"[Осень 1898 г.]
Многоуважаемый господин Ребиков.


Я [прошу] Вас обратиться к К. А. Гутхейлю (Музыкальный магазин, Кузнецкий мост), который Вам и пришлёт мою карточку и кой-какие сведения обо мне.


Мне остаётся от души поблагодарить Вас и Общество за желание сыграть что-нибудь моё.


Жму вашу руку.


Преданный Вам С. Рахманинов


© https://senar.ru/letters/138","[Autumn 1898]
Dear Mr. Rebikov.

I [ask] you to contact K. A. Gutheil (Music shop, Kuznetsky Most), who will send you my card and some information about me.

I can only thank you and the Society from the bottom of my heart for wanting to play something of mine.

I shake your hand.

Yours faithfully, S. Rachmaninov

© https://senar.ru/letters/138",personal: check-in,grateful
143,"Letter to A. S. Arensky, 1899",Sergei Rachmaninoff,А. С. Аренскому,A. S. Arensky,1899,1899-04-17,Москва,Moscow,"Дорогой Антон Степанович!
 
 
 Вчера я получил твоё письмо, где ты сообщаешь, что «Алеко» предполагают поставить в Таврическом дворце. Конечно, с моей стороны препятствий нет и быть не может. Я очень рад и не знаю, кого мне благодарить за это желание и решение поставить мою оперу. Мне жаль только, что я об этом не узнал раньше. Мне кажется, что для такого торжества я бы мог написать специально что-нибудь более достойное постановки, чем «Алеко», которого я стал уже запрещать ставить на сценах. Всё-таки здесь я рассчитываю на хорошее исполнение и хочу думать, что это-то меня и сгладит немножко.
 
 
 Назначить и рекомендовать кого-нибудь на сольные партии я не могу, потому что очень мало или совсем не знаю петербургских певцов. Я тебя хочу просить об этом. Ты их, конечно, всех знаешь, а значит и можешь сказать, кому какая роль подходит. Будь так добр, Антон Степанович, — сделай мне это одолжение. Нечего и говорить, конечно, что я заранее одобряю и доволен твоим выбором.
 
 
 В первый момент, как я прочитал твоё письмо, мне пришло в голову, что лучше Земфиры — Сионицкой и Шаляпина — Алеко я никого не найду. Но согласятся ли они? Как бы то ни было, но я прошу тебя подождать назначать кого-нибудь на эти роли дней пять, шесть, когда я тебе и сообщу результаты.
 
 
 Когда начнутся репетиции? Сообщи мне, пожалуйста. Где они будут? Какой хор будет петь? Прости, что заваливаю тебя вопросами, но меня всё это очень интересует. Пока до свиданья.
 
 
 Искренно тебе преданный Твой
 
 
 С. Рахманинов
 
 
 © https://senar.ru/letters/143","Dear Anton Stepanovich!
 
 Yesterday I received your letter, where you inform me that ""Aleko"" is supposed to be staged in the Tauride Palace. Of course, there are no obstacles on my part and there cannot be any. I am very happy and do not know who to thank for this desire and decision to stage my opera. I only regret that I did not find out about this earlier. It seems to me that for such a celebration I could have written something more worthy of staging than ""Aleko"", which I have already begun to forbid to be staged on stages. After all, here I am counting on a good performance and I want to think that this will smooth me over a little.
 
 I cannot appoint or recommend anyone for solo parts, because I know very few or no Petersburg singers. I want to ask you about this. Of course, you know them all, and therefore you can tell me which role suits whom. Be so kind, Anton Stepanovich, - do me this favor. Needless to say, of course, that I approve of your choice in advance and am pleased with it.
 
 The first moment I read your letter, it occurred to me that I would not find anyone better than Zemfira - Sionitskaya and Shalyapin - Aleko. But will they agree? Be that as it may, but I ask you to wait five or six days to appoint someone for these roles, when I will tell you the results.
 
 When will the rehearsals begin? Let me know, please. Where will they be? Which choir will sing? Forgive me for bombarding you with questions, but I am very interested in all this. Goodbye for now.
 
 Sincerely devoted to you, Yours
 
 S. Rachmaninov
 
 © https://senar.ru/letters/143",professional: logistics,despair
140,"Letter to A. V. Zataevich, 1899",Sergei Rachmaninoff,А. В. Затаевичу,A. V. Zataevich,1899,1899-03-03,Москва,Moscow,"Очень рад был получить Ваше письмо и Ваши вещи, милый друг Александр Викторович. Особо благодарю Вас за посвящение и за тронувшую меня надпись. Я, конечно, нисколько на Вас не сержусь, да и не имею этого права, потому что в этом и сам бываю неоднократно виноват пред Вами. Мы с Вами оба, кажется, ужасно ленивы на письма. Не будем же считаться ими. Поддерживаем мы нашу корреспонденцию настолько, насколько нам наша лень позволяет, — отношения наши всё-таки отличные и... слава богу. Раз навсегда условимся не сердиться друг на друга. На этот раз, впрочем, моё письмо будет коротко не от лени. Я действительно теперь очень занят, потому что в конце марта уезжаю в Лондон, где играю и дирижирую. Кроме того, писем для ответа у меня накопилось штук 15. Так же как и Вы, ношу их с собой в кармане и каждый день, ложась спать и вынимая эти письма для того, чтобы положить их на ночной столик, я чувствую сильнейшее угрызение совести.
 
 
 Нового я так же, как и Вы, опять-таки ничего не написал. Или нам обоим некогда или мы ленивы и на музыкальные письма.
 
 
 Пока до свиданья. Жму Вашу руку. Передайте Вашей жене мой привет и благодарность за поклон. Кстати, спросите её, как третье лицо, не находит ли она, что мы с Вами несколько похожи друг на друга?
 
 
 С. Рахманинов
 
 
 © https://senar.ru/letters/140","I was very glad to receive your letter and your things, my dear friend Alexander Viktorovich. I especially thank you for the dedication and for the inscription that touched me. Of course, I am not angry with you at all, and I have no right to be, because I myself have been guilty of this before you more than once. It seems that you and I are both terribly lazy with letters. Let us not take them for granted. We maintain our correspondence as much as our laziness allows us to - our relations are still excellent and... thank God. Let us agree once and for all not to be angry with each other. This time, however, my letter will be short, not because of laziness. I am really very busy now, because at the end of March I am leaving for London, where I play and conduct. Besides, I have about 15 letters to answer. Just like you, I carry them in my pocket and every day, when I go to bed and take these letters out to put them on the night table, I feel a strong pang of conscience.
 
 I, just like you, have not written anything new. Either we both have no time or we are too lazy for musical letters.
 
 Goodbye for now. I shake your hand. Give your wife my regards and gratitude for the greeting. By the way, ask her, as a third party, if she does not find that you and I are somewhat similar to each other?
 
 S. Rachmaninov
 
 © https://senar.ru/letters/140",personal: check-in,despair
141,"Letter to L. D. Skalon, 1899",Sergei Rachmaninoff,Л. Д. Скалон,L. D. Skalon,1899,1899-03-04,Москва,Moscow,"Милая Лёля! Исполняю своё давнишнее обещание и посылаю Вам свою карточку. Простите, если это окажется поздно.
 
 Будьте здоровы.
 
 С. Рахманинов","Dear Lelya! I am fulfilling my long-standing promise and sending you my card. Forgive me if it is late.
 
 Be healthy.
 
 S. Rachmaninov",personal: apology,grateful
142,"Letter to L. D. Skalon, 1899",Sergei Rachmaninoff,Л. Д. Скалон,L. D. Skalon,1899,1899-03-30,Москва,Moscow,"«Старый пёсик» вам очень благодарен, милая Лёля, за ваше славное, длинное письмо. Жалеет, что не может вам ответить тем же, так как у него осталось ещё много хлопот и дел по случаю его отбытия сегодня в Лондон. «Старый пёсик» служить не любит, а тут ещё более сокрушается, что эта служба гонит его бог знает куда, и тем самым хотя бы мешает поддержать свою старую дружбу с приятной для его старого сердца Лёлюшей.
 
 
 Vieux chien
 
 
 © https://senar.ru/letters/142","""Old Doggie"" is very grateful to you, dear Lelya, for your nice, long letter. He regrets that he cannot answer you in kind, since he still has a lot of troubles and things to do on the occasion of his departure today to London. ""Old Doggie"" does not like to serve, and here he is even more upset that this service drives him God knows where, and thereby at least prevents him from maintaining his old friendship with Lelyusha, who is pleasant to his old heart.
 
 Vieux chien
 
 © https://senar.ru/letters/142",personal: check-in,apologetic
146,"Letter to M. A. Slonov, 1899",Sergei Rachmaninoff,М. А. Слонову,M. A. Slonov,1899,1899-07-18,"им. Красненькое, Воронежской губ","Krasnenkoe, Voronezh province","Милый друг Михаил Акимович!
 
 
 Я давно собираюсь тебе ответить на твоё письмо, но, по обыкновению, эти сборы длятся вот уже скоро три недели. Прости, пожалуйста, и поверь, что мне было приятно получить от тебя письмо и узнать про твоё времяпровождение. В особенности порадовался за тебя, узнав, что ты был на Кавказе и видел Грузинскую дорогу. Я думаю, что тебе теперь после Кавказа очень тяжело жить в Москве. Не знаю, как у вас там, но у нас здесь последние двадцать дней температура дня не бывает меньше 40 градусов и доходит, как, например, третьего дня, до 48-ми. Этакая температура хоть кого может привести в отчаяние, и делает всё наше здешнее общество ни к чему не пригодным. На некоторых, у кого натура покрепче и здоровее, жара действует усыпляюще; на других, кто потолще, удручающе (75% нашего общества — толстые); на третьих же, которые обладают характером нервным, нетерпеливым, капризным, как у пишущего эти строки, например, эта жара действует прямо озлобляюще. Нужно поставить совершенно особняком моего «Левку». Этот — прямо страдалец. Целый день он пыхтит как паровик, не находит себе нигде места, пристаёт ко мне ужасно и приводит вышеописанную третью категорию ещё в большее раздражение. Кстати, про «Левку». Он, к моему великому огорчению, совсем не растёт. Каким я увёз его из Москвы два с половиной месяца тому назад, таким он и посейчас остался. Для десяти месяцев его рост был удовлетворителен, для году же его рост никуда не годится. О выставке и думать нечего. Он там провалится, как Трубецкой со своей «Мелузиной»... Заговорив о «Мелузине», вспомнил «Алеко», о постановке которого тебе ничего не писал; да я думаю, что теперь это уже и поздно потому, что Гутхейль сообщил тебе, вероятно, все подробности. От себя могу прибавить только то, что Алеко, от первой до последней ноты, пел великолепно. Оркестр и хор был великолепен. Солисты были великолепны, не считая Шаляпина, перед которым они все, как и другие постоянно, бледнели. Этот был на три головы выше их. Между прочим, я до сих пор слышу, как он рыдал в конце оперы. Так может рыдать только или великий артист на сцене, или человек, у которого такое же большое горе в обыкновенной жизни, как и у Алеко. Вообще из всей этой поездки я вынес большое удовольствие, если не считать того, что я истратил очень много денег, которые пришлось занять, конечно. Что же ещё тебе написать? Разве только то, что так же, как и денежные мои дела, мои музыкальные дела идут очень плохо.
 
 
 Теперь я жму твою руку и говорю тебе «до свиданья». Передай мой привет Марии Васильевне.
 
 
 Твой С. Рахманинов
 
 
 © https://senar.ru/letters/146","Dear friend Mikhail Akimovich!
 
 I have been meaning to answer your letter for a long time, but, as usual, these preparations have been going on for almost three weeks now. Please forgive me, and believe me that I was pleased to receive your letter and learn about your pastime. I was especially happy for you when I learned that you had been to the Caucasus and had seen the Georgian road. I think that after the Caucasus it is very difficult for you to live in Moscow. I don’t know how it is there, but here for the last twenty days the daytime temperature has not been below 40 degrees and has reached, as for example, the third day, 48. Such a temperature can drive anyone to despair and makes our entire local society useless. For some, who have a stronger and healthier nature, the heat has a soporific effect; for others, who are fatter, it is depressing (75% of our society is fat); on others, who have a nervous, impatient, capricious character, like the author of these lines, for example, this heat has a downright embittering effect. My ""Levka"" must be set completely apart. This one is a real sufferer. All day long he puffs like a steam engine, can't find a place for himself anywhere, pesters me terribly and irritates the third category described above even more. By the way, about ""Levka"". To my great chagrin, he is not growing at all. He has remained the same as I took him from Moscow two and a half months ago. For ten months his growth was satisfactory, but for a year his growth is no good. There is no point in thinking about an exhibition. He will fail there, like Trubetskoy with his ""Melusina""... Speaking of ""Melusina"", I remembered ""Aleko"", about the production of which I did not write to you; Yes, I think it is too late now because Gutheil has probably told you all the details. I can only add that Aleko sang magnificently from the first to the last note. The orchestra and choir were magnificent. The soloists were magnificent, not counting Chaliapin, before whom they all, like the others, constantly turned pale. He was three heads above them. By the way, I can still hear him sobbing at the end of the opera. Only a great artist on stage or a person who has suffered as much grief in ordinary life as Aleko can sob like that. In general, I got great pleasure from this whole trip, if you don’t count the fact that I spent a lot of money, which I had to borrow, of course. What else can I write to you? Perhaps only that, just like my financial affairs, my musical affairs are going very badly.
 
 Now I shake your hand and say “goodbye”. Give my regards to Maria Vasilievna.
 
 Yours S. Rachmaninov
 
 © https://senar.ru/letters/146",personal: apology,melancholy
139,"Letter to M. I. Tchaikovsky, 1899",Sergei Rachmaninoff,М. И. Чайковскому,M. I. Tchaikovsky,1899,1899-01-28,Москва,Moscow,"Дорогой Модест Ильич.
 
 
 Хотя я и чувствую себя теперь гораздо лучше, но работаю я ещё мало, да и не работается как-то. Как это и не неприятно, но я должен сказать, что до сих пор ещё не кончил своей работы для Лондона. До окончания её ничем другим не могу заниматься. Свой приезд к Вам отложу также до этого времени. Я всё продолжаю думать, что это будет скоро.
 
 
 Преданный Вам С. Рахманинов
 
 
 © senar.ru · @
 © https://senar.ru/letters/139","Dear Modest Ilyich.
 
 Although I feel much better now, I still work little, and somehow I can't work. As unpleasant as it is, I must say that I still have not finished my work for London. Until it is finished, I cannot do anything else. I will also postpone my visit to you until then. I continue to think that it will be soon.
 
 Yours faithfully, S. Rachmaninov
 
 © senar.ru · @
 © https://senar.ru/letters/139",personal: check-in,affectionate
144,"Letter to N. D. Skalon, 1899",Sergei Rachmaninoff,Н. Д. Скалон,N. D. Skalon,1899,1899-07-26,"им. Красненькое, Воронежской губ","Krasnenkoe, Voronezh province","По моему мнению, дорогая Татуша, мы с Вами приближаемся теперь к четвёртому и последнему в то же время периоду наших личных отношений. Лет девять назад мы с Вами впервые встретились и познакомились. Не успели ещё мы хорошенько узнать друг друга, как мы уже подружились. Это был первый период: наша дружба № 1. Мы думали тогда, что этой дружбе и конца не будет и... как всегда, мы ошибались.
 
 
 Для того, чтобы дружественные отношения существовали долго и шли бы гладко, нужно иметь, как говорит Гончаров, много сердца и житейской логики, чтобы удовлетворяться достатками и не покалывать беспрестанно друг друга своими недостаточками. Сердца-то у нас бы хватило, но не было совсем логики, да и откуда её было взять. «Мы были молоды тогда», мы горячились. О Гончарове мы тогда позабыли думать, а может, и не читали ещё его, и начали друг друга «покалывать». Это «покалывание» испортило, «поранило» (а ведь поэтично написано?) нашу дружбу.
 
 
 Здесь кончился наш первый период и начался второй. Этот второй период я назову периодом взаимного охлаждения и описывать его недолго буду. Всё, что я бы ни делал, Вы находили неправильным и постоянно ругали меня, я же, относительно Вас, держался, конечно, той же программы. Разница была только в том, что Вы меня ругали в Петербурге, а я Вас в Москве. Разница, надо сознаться, маленькая, да и к делу не идущая.
 
 
 Теперь, чтобы быть точным, я должен к ужасу своему прибавить, что этот период № 2 длился гораздо дольше остальных. Лет шесть, семь мы бы, пожалуй, и совсем раззнакомились, если бы нас не соединяла одна и та же родственная семья. Да к тому же и острота нашего взаимного охлаждения за этот срок ослабла, улеглась — да и постарели мы сильно: не горячимся уже и произносим глагол «любить» в прошедшем времени.
 
 
 И вот благодаря всему этому мы только в недавнее время подошли к третьему периоду, который я назову периодом взаимных уступок в счёт памяти о прежней дружбе. Об этом периоде и совсем нечего говорить, потому что он приводит, по-моему, сразу или довольно быстро к четвёртому и последнему периоду, а именно периоду дружбы № 2. Я повторяю, что, по-моему, это так и есть. Разве Ваше милое письмо ко мне этого не доказывает? Разве Ваша фраза, что Вы меня, кажется, любите по-прежнему, тоже не доказывает этого? А тот факт, что Вы очень сожалели уезжать из Петербурга за несколько часов до моего приезда туда и Ваше предположение, в котором Вы не ошиблись, что и я об этом сожалел — разве не есть это, так сказать, первый робкий порыв к нашей новой, обновлённой и теперь уже верной дружбе № 2. О! Я в этом не сомневаюсь, по крайней мере в данную минуту... А что если эта уверенность построена ошибочно? Что тогда? Конечно, новая дружба есть, но продолжится ли она опять долго?
 
 
 Меня прямо способна убить та мысль, что пойдут ещё новые и новые периоды до бесконечности. Опять тогда разбираться, кто прав, кто виноват; опять пойдут по очереди любовь, охлаждение, покалывание, руготня и т. д., и т. д... Не буду лучше об этом думать. Я радуюсь пока Вашим радостям и плачу о Ваших слезах и огорчениях. Мне кажется, что я до гроба Ваш друг и что теперь, слава богу, мы у берега.
 
 
 С. Рахманинов
 
 
 © https://senar.ru/letters/144","In my opinion, dear Tatusha, you and I are now approaching the fourth and at the same time the last period of our personal relations. About nine years ago, you and I first met and became acquainted. Before we had time to get to know each other well, we had already become friends. This was the first period: our friendship No. 1. We thought then that this friendship would never end and... as always, we were wrong.
 
 In order for friendly relations to exist for a long time and go smoothly, you need to have, as Goncharov says, a lot of heart and worldly logic, to be satisfied with wealth and not constantly prick each other with your shortcomings. We had enough heart, but we had no logic at all, and where could we get it from? ""We were young then,"" we got excited. We forgot to think about Goncharov then, or maybe we had not read him yet, and began to ""prick"" each other. This ""tingling"" spoiled, ""hurt"" (isn't it written poetically?) our friendship.
 
 Here our first period ended and the second began. I will call this second period the period of mutual cooling and will not describe it for long. Whatever I did, you found wrong and constantly scolded me, but I, in relation to you, of course, adhered to the same program. The only difference was that you scolded me in Petersburg, and I you in Moscow. The difference, I must admit, is small, and not relevant.
 
 Now, to be precise, I must add to my horror that this period No. 2 lasted much longer than the others. For six or seven years, we would probably have completely lost acquaintance, if we had not been connected by the same related family. And besides, the severity of our mutual cooling has weakened and subsided during this period - and we have aged greatly: we are no longer hot-blooded and pronounce the verb ""to love"" in the past tense.
 
 And so, thanks to all this, we have only recently approached the third period, which I will call the period of mutual concessions on account of the memory of the former friendship. There is absolutely nothing to say about this period, because it leads, in my opinion, immediately or rather quickly to the fourth and final period, namely, the period of friendship No. 2. I repeat that, in my opinion, this is so. Doesn't your sweet letter to me prove this? Doesn't your phrase that you seem to love me as before also prove this? And the fact that you were very sorry to leave Petersburg a few hours before my arrival there and your assumption, in which you were not mistaken, that I regretted it too - isn't this, so to speak, the first timid impulse towards our new, renewed and now true friendship No. 2. Oh! I have no doubt about it, at least at this moment... But what if this confidence is built on mistake? What then? Of course, there is a new friendship, but will it last long again?
 
 The thought that new and new periods will follow ad infinitum is downright capable of killing me. Again, then to figure out who is right, who is guilty; again, love, cooling, tingling, cursing, etc., etc. will follow in turn... I'd better not think about it. For now, I rejoice in your joys and cry over your tears and sorrows. It seems to me that I am your friend to the grave and that now, thank God, we are at the shore.
 
 S. Rachmaninov
 
 © https://senar.ru/letters/144",personal: check-in,melancholy
145,"Letter to N. D. Skalon, 1899",Sergei Rachmaninoff,Н. Д. Скалон,N. D. Skalon,1899,1899-07-18,"им. Красненькое, Воронежской губ","Krasnenkoe, Voronezh province","Дня три тому назад я получил Ваше письмо, дорогая Татуша, и, не скрою от Вас, ни за что не отгадал бы его содержания, если бы не прочёл его. Разбирать это содержание я не буду. Вы и так, вероятно, слишком много думаете об этой истории, чтоб Вам ещё о ней упоминать; да и тяжело о ней разговаривать; наконец, и разобрана она Вами самими до самой последней мелочи, конечно. Утешать я Вас тоже не буду, потому что не умею. Вы, вероятно, замечали сами, что эгоисты — не утешители. Я скажу Вам только то, что никогда не позволю себе назвать Вашу историю «банальной» и что я сочувствую Вашему горю, насколько могу и умею...
 
 
 Итак, об этом я разговаривать не буду, но зато я хочу с Вами поговорить о Вашей второй истории, благо она гораздо утешительнее. Знаете, Татуша, я очень пожалел, прочитав о том, что Вы выехали из Рейхенхаля. Мне почему-то до сих пор кажется, что эта «вторая история» кончилась бы совсем хорошо для Вас. Насколько я могу судить о Вас и насколько я Вас понимаю, мне кажется, что Ваше сердце переполнено любовью и ищет только удобного случая высказаться. Пусть Ваше чувство сейчас отвергнуто, как Вы пишете, но от этого Ваша любовь только оскорбилась, а никак не уменьшилась, и Ваше теперешнее горе будет только в том случае продолжительно, если Вы не найдёте какой-нибудь другой личности, на которую всю Вашу любовь и перенесёте, и с которой будете так же счастливы или так же несчастливы (всё зависит не от Вас, а от него), как и с первой личностью. Вообще я хочу сказать, что лично Ваша любовь от перемены не изменится, изменится только Ваше имя. По-моему, вы, сёстры Скалон, такие люди, которым счастье может и не даётся, но которые его всегда сумеют сделать. И вот я говорю, что мне кажется, что эта личность, с которой Вы бы сумели прожить хорошо, осталась в Рейхенхале. Простите, если я, в описании Вас, ошибся. Но зато я положительно утверждаю, что Ваше решение поехать в Байрейт на вагнеровские оперы принесёт Вам большое утешение, не говоря о том, что это огромное удовольствие и развлечение. Да! Вы правы! Искусство никогда не изменяет — по крайней мере тем, кто его любит, и исключением из этого правила являюсь только я один. Между нами произошло какое-то недоразумение, но я думаю, что, бог даст, искусство и надо мной скоро сжалится и сошлёт мне опять те блага, которые даются согласием с ним.
 
 
 Конечно, я буду очень рад получить от Вас письмо из Байрейта.
 
 
 Преданный вам С. Рахманинов
 
 
 © https://senar.ru/letters/145","Three days ago I received your letter, dear Tatusha, and I won’t hide it from you, I would never have guessed its contents if I hadn’t read it. I won’t analyze its contents. You probably think about this story too much as it is to mention it to you again; and it’s hard to talk about it; and, finally, you yourself have analyzed it down to the last detail, of course. I won’t console you either, because I don’t know how. You’ve probably noticed yourself that egoists are not consolers. I’ll only tell you that I will never allow myself to call your story “banal” and that I sympathize with your grief as much as I can and know how...
 
 So, I won’t talk about that, but I want to talk to you about your second story, fortunately it’s much more comforting. You know, Tatusha, I was very sorry when I read that you left Reichenhall. For some reason it still seems to me that this “second story” would have ended very well for you. As far as I can judge you and as far as I understand you, it seems to me that your heart is overflowing with love and is only looking for a convenient opportunity to speak out. Even if your feeling is rejected now, as you write, your love is only offended by this, and in no way diminished, and your current grief will only be lasting if you do not find some other person to whom you will transfer all your love, and with whom you will be just as happy or just as unhappy (it all depends not on you, but on him), as with the first person. In general, I want to say that your personal love will not change from the change, only your name will change. In my opinion, you, Skalon sisters, are the kind of people to whom happiness may not be given, but who will always be able to make it. And so I say that it seems to me that this person, with whom you would be able to live well, remained in Reichenhall. Forgive me if I have made a mistake in describing you. But I positively assert that your decision to go to Bayreuth to see Wagnerian operas will bring you great consolation, not to mention the fact that it is a great pleasure and entertainment. Yes! You are right! Art never betrays - at least those who love it, and I am the only exception to this rule. There was some misunderstanding between us, but I think that, God willing, art will soon take pity on me too and send me again those blessings that come from agreeing with it.
 
 Of course, I will be very glad to receive a letter from you from Bayreuth.
 
 Yours faithfully, S. Rachmaninov
 
 © https://senar.ru/letters/145",personal: apology,apologetic
